record_id,indicator,agency,release_date,reference_period,point_in_time_safe,quality_issues,historical_consensus_available
148f193992c88765,GDP,BEA,2025-03-27,Q4 2024 — Third Estimate,True,,False
60dcf3f3e8852a2a,INITIAL_JOBLESS_CLAIMS,DOL,2025-03-27,"Week ending March 22, 2025",True,,False
b2aac9b600d7de53,ISM_MANUFACTURING_PMI,ISM,2025-04-01,April 2025,True,,False
ac4c5848b87dd445,INITIAL_JOBLESS_CLAIMS,DOL,2025-04-03,"Week ending March 29, 2025",True,,False
0d5c548655dcd7b8,NFP,BLS,2025-04-04,2025-03,True,,False
73e707cf1ce83048,UNEMPLOYMENT_RATE,BLS,2025-04-04,2025-03,True,,False
04c9083d9d7d93c3,CORE_CPI,BLS,2025-04-10,2025-03,True,,False
8e9d31dc9759e805,CPI,BLS,2025-04-10,2025-03,True,,False
ffc94b4a19e6f336,INITIAL_JOBLESS_CLAIMS,DOL,2025-04-10,"Week ending April 5, 2025",True,,False
7c9b3bb1e8e8fc2a,INITIAL_JOBLESS_CLAIMS,DOL,2025-04-17,"Week ending April 12, 2025",True,,False
02bb56fb9998f788,INITIAL_JOBLESS_CLAIMS,DOL,2025-04-24,"Week ending April 19, 2025",True,,False
3d26bdfae8e3f9c0,GDP,BEA,2025-04-30,Q1 2025 — Advance Estimate,True,,False
61b1f5f189b836a7,INITIAL_JOBLESS_CLAIMS,DOL,2025-05-01,"Week ending April 26, 2025",True,,False
4014feabc42fb8b3,ISM_MANUFACTURING_PMI,ISM,2025-05-01,May 2025,True,,False
f83cf4aa27790d2f,NFP,BLS,2025-05-02,2025-04,True,,False
90bb96358a1d72f4,UNEMPLOYMENT_RATE,BLS,2025-05-02,2025-04,True,,False
6506ed2a8aeaa281,INITIAL_JOBLESS_CLAIMS,DOL,2025-05-08,"Week ending May 3, 2025",True,,False
16c56039aa54367b,CORE_CPI,BLS,2025-05-13,2025-04,True,,False
722125c0d7e0adf8,CPI,BLS,2025-05-13,2025-04,True,,False
4f484c61c3dd2cac,INITIAL_JOBLESS_CLAIMS,DOL,2025-05-15,"Week ending May 10, 2025",True,,False
862f589cef987111,INITIAL_JOBLESS_CLAIMS,DOL,2025-05-22,"Week ending May 17, 2025",True,,False
ef6a955bf4ce1d79,GDP,BEA,2025-05-29,Q1 2025 — Second Estimate,True,,False
3b64e7931a013f50,INITIAL_JOBLESS_CLAIMS,DOL,2025-05-29,"Week ending May 24, 2025",True,,False
d867d4b224f81259,ISM_MANUFACTURING_PMI,ISM,2025-06-02,June 2025,True,,False
0af18979f160b77f,INITIAL_JOBLESS_CLAIMS,DOL,2025-06-05,"Week ending May 31, 2025",True,,False
cc37e33cc7ab7b91,NFP,BLS,2025-06-06,2025-05,True,,False
082c77772fb25b9f,UNEMPLOYMENT_RATE,BLS,2025-06-06,2025-05,True,,False
a2d6b5efc892bddf,CORE_CPI,BLS,2025-06-11,2025-05,True,,False
16b0f45939592255,CPI,BLS,2025-06-11,2025-05,True,,False
70f5a16f0f1716e0,INITIAL_JOBLESS_CLAIMS,DOL,2025-06-12,"Week ending June 7, 2025",True,,False
a05c3851ae630ab7,INITIAL_JOBLESS_CLAIMS,DOL,2025-06-18,"Week ending June 14, 2025",True,,False
88e871beeffda48e,GDP,BEA,2025-06-26,Q1 2025 — Third Estimate,True,,False
257a83fb880502da,INITIAL_JOBLESS_CLAIMS,DOL,2025-06-26,"Week ending June 21, 2025",True,,False
496635258b1cb895,ISM_MANUFACTURING_PMI,ISM,2025-07-01,July 2025,True,,False
c5250cc0a4839c45,INITIAL_JOBLESS_CLAIMS,DOL,2025-07-03,"Week ending June 28, 2025",True,,False
da45c40e2c40704d,NFP,BLS,2025-07-03,2025-06,True,,False
570ef944cf20be04,UNEMPLOYMENT_RATE,BLS,2025-07-03,2025-06,True,,False
7a2797b57a28c5d7,CORE_CPI,BLS,2025-07-15,2025-06,True,,False
9c86a8d7586655c6,CPI,BLS,2025-07-15,2025-06,True,,False
854685f914700b5a,GDP,BEA,2025-07-30,Q2 2025 — Advance Estimate,True,,False
371dc14b3ca69424,ISM_MANUFACTURING_PMI,ISM,2025-08-01,August 2025,True,,False
5beb74c652320940,NFP,BLS,2025-08-01,2025-07,True,,False
b6ce0f0472d92b05,UNEMPLOYMENT_RATE,BLS,2025-08-01,2025-07,True,,False
c0df925e3a7d1f52,CORE_CPI,BLS,2025-08-12,2025-07,True,,False
2a0565e04de71c4c,CPI,BLS,2025-08-12,2025-07,True,,False
f598e05f8259c990,GDP,BEA,2025-08-28,Q2 2025 — Second Estimate,True,,False
b044e289edf162c9,ISM_MANUFACTURING_PMI,ISM,2025-09-02,September 2025,True,,False
d28659c4ed8ca900,NFP,BLS,2025-09-05,2025-08,True,,False
8084098a0b1cae60,UNEMPLOYMENT_RATE,BLS,2025-09-05,2025-08,True,,False
9819f0333b2137dc,CORE_CPI,BLS,2025-09-11,2025-08,True,,False
873cee861a04684d,CPI,BLS,2025-09-11,2025-08,True,,False
45483dd14988dd10,GDP,BEA,2025-09-25,Q2 2025 — Third Estimate,True,,False
b01917b9f7f7ec0e,ISM_MANUFACTURING_PMI,ISM,2025-10-01,October 2025,True,,False
855b5bd1e4388520,CORE_CPI,BLS,2025-10-24,2025-09,True,,False
f3567a67e1ffa495,CPI,BLS,2025-10-24,2025-09,True,,False
794d43ea188719e2,ISM_MANUFACTURING_PMI,ISM,2025-11-03,November 2025,True,,False
c5cfd031fca765bb,NFP,BLS,2025-11-20,2025-09,True,,False
77877fc0caf9c0d8,UNEMPLOYMENT_RATE,BLS,2025-11-20,2025-09,True,,False
0420cdc6e35a3e91,ISM_MANUFACTURING_PMI,ISM,2025-12-01,December 2025,True,,False
cd61693d9de44690,NFP,BLS,2025-12-16,2025-10,True,,False
7830d3cb906e160f,NFP,BLS,2025-12-16,2025-11,True,,False
e32008586f982cb9,UNEMPLOYMENT_RATE,BLS,2025-12-16,2025-11,True,,False
88f753e34a436fdf,GDP,BEA,2025-12-23,Q3 2025 — Initial Estimate,True,,False
83392383f28396e5,NFP,BLS,2026-01-09,2025-12,True,,False
29bb97dcc919e0a1,UNEMPLOYMENT_RATE,BLS,2026-01-09,2025-12,True,,False
659114734e98e266,CORE_CPI,BLS,2026-01-13,2025-12,True,,False
516696cfdad2d445,CPI,BLS,2026-01-13,2025-12,True,,False
8cecc4b5feb3f756,GDP,BEA,2026-01-22,Q3 2025 — Updated Estimate,True,,False
5f22566612ed1498,GDP,BEA,2026-02-20,Q4 2025 — Advance Estimate,True,,False
99dae6b69ee8115a,GDP,BEA,2026-03-13,Q4 2025 — Second Estimate,True,,False
c8527c2b8a8602fa,GDP,BEA,2026-04-09,Q4 2025 — Third Estimate,True,,False
CPI|2026-09-11|August 2026,CPI,BLS,2026-09-11,August 2026,True,,False
CORE_CPI|2026-09-11|August 2026,CORE_CPI,BLS,2026-09-11,August 2026,True,,False
NFP|2026-09-04|August 2026,NFP,BLS,2026-09-04,August 2026,True,,False
UNEMPLOYMENT_RATE|2026-09-04|August 2026,UNEMPLOYMENT_RATE,BLS,2026-09-04,August 2026,True,,False
ISM_MANUFACTURING_PMI|2026-09-09|August 2026,ISM_MANUFACTURING_PMI,ISM,2026-09-09,August 2026,True,,False
GDP|2026-08-26|Q2 2026 — Second Estimate,GDP,BEA,2026-08-26,Q2 2026 — Second Estimate,True,,False
"INITIAL_JOBLESS_CLAIMS|2026-09-17|Week ending September 12, 2026",INITIAL_JOBLESS_CLAIMS,DOL,2026-09-17,"Week ending September 12, 2026",True,,False
