study_date,event_name,source_layer,definition_column,operator,threshold,forward_return_1D_pct,forward_return_5D_pct,forward_return_20D_pct
2020-07-24,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.7395138795039502,1.7256412086351869,5.645240152392872
2020-09-11,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,1.2741829089357504,-0.6435256883040807,4.075760125624295
2020-09-25,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,1.6110590199083896,1.5146450625188157,5.060844564357825
2020-11-03,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,2.204704770168342,5.234839597657381,8.899847602321698
2021-09-17,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-1.697731100841482,0.507326768269345,0.8657786456394367
2021-11-11,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.7222656026415475,1.1887891926918526,1.3496742442661303
2021-11-19,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.31971365563219223,-0.9086910437978934,-2.765880137052501
2022-01-06,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.4050216740091761,-0.7883225491837287,-4.163499700026307
2022-04-08,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-1.687729010355421,-2.1520459591098606,-11.074171368854891
2022-06-10,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-3.8768430665237275,-5.794107281653571,-2.1036401289454165
2022-09-02,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.4095056983834944,4.743573209245455,-6.264367741007105
2022-09-13,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.33870120853238816,-1.9518449435191765,-8.743375619199501
2022-09-23,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-1.0340526208282075,-2.9137059931369835,1.6115979737523878
2023-10-27,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,1.2010022325859904,5.852515554931514,10.517880255311262
2024-04-19,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.8731248071466746,2.672112646095459,6.765139532170172
2024-07-26,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.08133101292933098,-2.0615126495082348,3.214994458525333
2024-08-06,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.7734647858502863,3.709910030963748,5.344245176922202
2024-08-21,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.8932805548120926,-0.5100638048852191,1.6508186030648853
2024-09-13,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.12566297656613212,1.3602828445432147,3.359564398435033
2024-10-08,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.7113411987488272,1.1150831944198414,0.5499768472805089
2024-10-25,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.26514435020339455,-1.3656796157722972,2.7757643318259806
2024-11-12,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.023222772482434095,-1.119825589308454,1.6744630774237157
2024-11-22,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.3020480305938378,1.30349520433517,0.07923791562483018
2024-12-19,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,1.0869123768910471,1.768507745647807,3.7376350099618927
2025-01-28,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.4678895760321544,-0.49145988661465356,-1.8399085835683837
2025-02-07,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,0.6712541085862833,1.4709557266100237,-6.827594466288122
2025-11-14,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.9162266176807821,-1.9470966700617653,1.223619810437726
2026-03-13,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,1.013088316225197,-1.8954517594959808,3.8305641909116117
2026-04-17,sentiment_bearish,Sentiment Engine v1,sentiment_unified_sentiment_score,lt,40.0,-0.23743726176704838,0.5475679296891967,3.963479665957048
